id,condition,measurement,position,trace,marker0,marker1,t_event0,t_event1,delay
370,NP100,20171215,2_4,40,tmrm,ros,3.2228000000000003,8.1503,4.927499999999999
371,NP100,20171215,2_4,41,tmrm,ros,10.25,8.6359,-1.6141000000000005
372,NP100,20180119,3_2,1,tmrm,ros,5.0392,inf,NaN
373,NP100,20180119,3_2,2,tmrm,ros,3.9935,5.15,1.1565000000000003
374,NP100,20180119,3_2,3,tmrm,ros,2.4173999999999998,inf,NaN
375,NP100,20180119,3_2,4,tmrm,ros,2.6886,inf,NaN
376,NP100,20180119,3_2,5,tmrm,ros,-inf,inf,NaN
377,NP100,20180119,3_2,6,tmrm,ros,3.2826,inf,NaN
378,NP100,20180119,3_2,7,tmrm,ros,3.9939,inf,NaN
379,NP100,20180119,3_2,8,tmrm,ros,-inf,16.5,NaN
380,NP100,20180119,3_2,9,tmrm,ros,3.3866,inf,NaN
381,NP100,20180119,3_2,10,tmrm,ros,NaN,inf,NaN
382,NP100,20180119,3_2,11,tmrm,ros,4.4666999999999994,inf,NaN
383,NP100,20180119,3_2,12,tmrm,ros,-inf,inf,NaN
384,NP100,20180119,3_2,13,tmrm,ros,3.8543,inf,NaN
385,NP100,20180119,3_2,14,tmrm,ros,-inf,-inf,NaN
386,NP100,20180119,3_2,15,tmrm,ros,3.6578,inf,NaN
387,NP100,20180119,3_2,16,tmrm,ros,-inf,inf,NaN
388,NP100,20180119,3_2,17,tmrm,ros,2.8504,inf,NaN
389,NP100,20180119,3_2,18,tmrm,ros,3.124,inf,NaN
390,NP100,20180119,3_2,19,tmrm,ros,3.1409,inf,NaN
391,NP100,20180119,3_2,20,tmrm,ros,4.566,inf,NaN
392,NP100,20180119,3_2,21,tmrm,ros,8.427900000000001,inf,NaN
393,NP100,20180119,3_2,22,tmrm,ros,-inf,inf,NaN
394,NP100,20171215,3_4,1,tmrm,ros,5.0372,5.811,0.7737999999999996
395,NP100,20171215,3_4,2,tmrm,ros,NaN,inf,NaN
396,NP100,20171215,3_4,3,tmrm,ros,3.9823,7.4198,3.4375000000000004
397,NP100,20171215,3_4,4,tmrm,ros,NaN,inf,NaN
398,NP100,20171215,3_4,5,tmrm,ros,NaN,-inf,NaN
399,NP100,20171215,3_4,6,tmrm,ros,3.544,4.7021999999999995,1.1581999999999995
400,NP100,20171215,3_4,7,tmrm,ros,5.0358,7.1482,2.1124
401,NP100,20171215,3_4,8,tmrm,ros,3.1055,9.8066,6.701099999999999
402,NP100,20171215,3_4,9,tmrm,ros,NaN,inf,NaN
403,NP100,20171215,3_4,10,tmrm,ros,3.7214,4.680899999999999,0.9594999999999994
404,NP100,20171215,3_4,11,tmrm,ros,4.4665,inf,NaN
405,NP100,20171215,3_4,12,tmrm,ros,4.1384,5.822,1.6836000000000002
406,NP100,20171215,3_4,13,tmrm,ros,NaN,inf,NaN
407,NP100,20171215,3_4,14,tmrm,ros,NaN,inf,NaN
408,NP100,20171215,3_4,15,tmrm,ros,NaN,inf,NaN
409,NP100,20171215,3_4,16,tmrm,ros,4.3403,5.6841,1.3437999999999999
410,NP100,20171215,3_4,17,tmrm,ros,3.6917,5.716,2.0243
411,NP100,20171215,3_4,18,tmrm,ros,-inf,inf,NaN
412,NP100,20171215,3_4,19,tmrm,ros,NaN,inf,NaN
413,NP100,20171215,3_4,20,tmrm,ros,3.5772,inf,NaN
414,NP100,20171215,3_4,21,tmrm,ros,3.6847,inf,NaN
415,NP100,20171215,3_4,22,tmrm,ros,4.6097,inf,NaN
416,NP100,20171215,3_4,23,tmrm,ros,3.5138,inf,NaN
417,NP100,20180119,4_2,1,tmrm,ros,NaN,inf,NaN
418,NP100,20180119,4_2,2,tmrm,ros,NaN,inf,NaN
419,NP100,20180119,4_2,3,tmrm,ros,-inf,5.1205,NaN
420,NP100,20180119,4_2,4,tmrm,ros,NaN,inf,NaN
421,NP100,20180119,4_2,5,tmrm,ros,-inf,23.5,NaN
422,NP100,20180119,4_2,6,tmrm,ros,5.6,5.2749,-0.32509999999999994
423,NP100,20180119,4_2,7,tmrm,ros,6.0408,inf,NaN
424,NP100,20180119,4_2,8,tmrm,ros,3.2942,inf,NaN
425,NP100,20180119,4_2,9,tmrm,ros,2.6389,4.5256,1.8866999999999998
426,NP100,20180119,4_2,10,tmrm,ros,4.966,inf,NaN
427,NP100,20180119,4_2,11,tmrm,ros,5.2272,6.0317,0.8045
428,NP100,20180119,4_2,12,tmrm,ros,3.2618,inf,NaN
429,NP100,20180119,4_2,13,tmrm,ros,6.0667,inf,NaN
430,NP100,20180119,4_2,14,tmrm,ros,2.5281000000000002,inf,NaN
431,NP100,20180119,4_2,15,tmrm,ros,2.6167,inf,NaN
432,NP100,20180119,4_2,16,tmrm,ros,2.9156,inf,NaN
433,NP100,20180119,4_2,17,tmrm,ros,-inf,17.617,NaN
434,NP100,20180119,4_2,18,tmrm,ros,3.8372,inf,NaN
435,NP100,20171215,4_4,1,tmrm,ros,-inf,inf,NaN
436,NP100,20171215,4_4,2,tmrm,ros,5.5113,inf,NaN
437,NP100,20171215,4_4,3,tmrm,ros,3.4428,NaN,NaN
438,NP100,20171215,4_4,4,tmrm,ros,6.6081,6.8502,0.24209999999999976
439,NP100,20171215,4_4,5,tmrm,ros,7.4015,8.5335,1.1319999999999997
440,NP100,20171215,4_4,6,tmrm,ros,3.9012,inf,NaN
441,NP100,20171215,4_4,7,tmrm,ros,9.9,7.977,-1.923
442,NP100,20171215,4_4,8,tmrm,ros,6.3533,7.2942,0.9409000000000001
443,NP100,20171215,4_4,9,tmrm,ros,3.5901,4.7516,1.1614999999999998
444,NP100,20171215,4_4,10,tmrm,ros,2.5837000000000003,-inf,NaN
445,NP100,20171215,4_4,11,tmrm,ros,3.6333,inf,NaN
446,NP100,20171215,4_4,12,tmrm,ros,3.9933,5.6054,1.6121000000000003
447,NP100,20171215,4_4,13,tmrm,ros,4.5585,6.1589,1.6003999999999996
448,NP100,20171215,4_4,14,tmrm,ros,3.5002,4.2329,0.7326999999999999
449,NP100,20171215,4_4,15,tmrm,ros,3.62,inf,NaN
450,NP100,20171215,4_4,16,tmrm,ros,3.3688,4.8014,1.4326000000000003
451,NP100,20171215,4_4,17,tmrm,ros,4.8807,inf,NaN
452,NP100,20171215,4_4,18,tmrm,ros,2.6264000000000003,inf,NaN
453,NP100,20171215,4_4,19,tmrm,ros,-inf,inf,NaN
454,NP100,20171215,4_4,20,tmrm,ros,4.6286000000000005,5.9137,1.2851
455,NP100,20171215,4_4,21,tmrm,ros,NaN,inf,NaN
456,NP100,20171215,4_4,22,tmrm,ros,3.0486,inf,NaN
457,NP100,20171215,4_4,23,tmrm,ros,4.5439,inf,NaN
458,NP100,20171215,4_4,24,tmrm,ros,-inf,4.4951,NaN
459,NP100,20171215,4_4,25,tmrm,ros,3.5922,inf,NaN
460,NP100,20171215,4_4,26,tmrm,ros,3.5333,4.338,0.8047
461,NP100,20171215,4_4,27,tmrm,ros,9.4167,6.6464,-2.7703000000000007
462,NP100,20171215,4_4,28,tmrm,ros,4.491899999999999,5.4397,0.9478000000000009
463,NP100,20171215,4_4,29,tmrm,ros,3.4386,inf,NaN
464,NP100,20171215,4_4,30,tmrm,ros,3.8065,inf,NaN
465,NP100,20180119,5_2,1,tmrm,ros,6.5613,8.348600000000001,1.787300000000001
466,NP100,20180119,5_2,2,tmrm,ros,NaN,4.7554,NaN
467,NP100,20180119,5_2,3,tmrm,ros,4.2443,7.2096,2.9653
468,NP100,20180119,5_2,4,tmrm,ros,4.4416,5.3714,0.9298000000000002
469,NP100,20180119,5_2,5,tmrm,ros,3.0739,inf,NaN
470,NP100,20180119,5_2,6,tmrm,ros,-inf,inf,NaN
471,NP100,20180119,5_2,7,tmrm,ros,5.4981,inf,NaN
472,NP100,20180119,5_2,8,tmrm,ros,NaN,inf,NaN
473,NP100,20180119,5_2,9,tmrm,ros,-inf,12.2,NaN
474,NP100,20180119,5_2,10,tmrm,ros,4.238300000000001,4.2102,-0.028100000000000236
475,NP100,20180119,5_2,11,tmrm,ros,3.6371,inf,NaN
476,NP100,20180119,5_2,12,tmrm,ros,3.926,inf,NaN
477,NP100,20180119,5_2,13,tmrm,ros,3.6333,inf,NaN
478,NP100,20180119,5_2,14,tmrm,ros,2.8291,inf,NaN
479,NP100,20180119,5_2,15,tmrm,ros,-inf,inf,NaN
480,NP100,20180119,5_2,16,tmrm,ros,NaN,inf,NaN
481,NP100,20171215,5_4,1,tmrm,ros,3.7465,6.534,2.7874999999999996
482,NP100,20171215,5_4,2,tmrm,ros,2.5214,inf,NaN
483,NP100,20171215,5_4,3,tmrm,ros,3.5682,inf,NaN
484,NP100,20171215,5_4,4,tmrm,ros,3.3033,inf,NaN
485,NP100,20171215,5_4,5,tmrm,ros,7.5564,13.612,6.0556
486,NP100,20171215,5_4,6,tmrm,ros,7.5599,9.1691,1.6092000000000004
487,NP100,20171215,5_4,7,tmrm,ros,4.385,5.3169,0.9319000000000006
488,NP100,20171215,5_4,8,tmrm,ros,3.5142,inf,NaN
489,NP100,20171215,5_4,9,tmrm,ros,NaN,inf,NaN
490,NP100,20171215,5_4,10,tmrm,ros,9.5167,10.35,0.8332999999999995
491,NP100,20171215,5_4,11,tmrm,ros,5.5585,6.3609,0.8023999999999996
492,NP100,20171215,5_4,12,tmrm,ros,3.6333,inf,NaN
493,NP100,20171215,5_4,13,tmrm,ros,5.0791,11.454,6.3749
494,NP100,20171215,5_4,14,tmrm,ros,3.5348,NaN,NaN
495,NP100,20171215,5_4,15,tmrm,ros,3.5582,5.1265,1.5683000000000002
496,NP100,20171215,5_4,16,tmrm,ros,3.4121,inf,NaN
497,NP100,20171215,5_4,17,tmrm,ros,24.033,12.009,-12.024000000000001
498,NP100,20171215,5_4,18,tmrm,ros,3.1427,3.4291,0.2864
499,NP100,20171215,5_4,19,tmrm,ros,3.7885,5.7634,1.9748999999999999
500,NP100,20171215,5_4,20,tmrm,ros,3.2989,inf,NaN
501,NP100,20171215,5_4,21,tmrm,ros,3.1754,inf,NaN
502,NP100,20171215,5_4,22,tmrm,ros,4.4665,7.25,2.7835
503,NP100,20171215,5_4,23,tmrm,ros,4.395099999999999,4.9307,0.5356000000000005
504,NP100,20171215,5_4,24,tmrm,ros,4.498200000000001,6.7323,2.2340999999999998
505,NP100,20171215,5_4,25,tmrm,ros,3.914,inf,NaN
506,NP100,20171215,5_4,26,tmrm,ros,3.8709,inf,NaN
507,NP100,20171215,5_4,27,tmrm,ros,4.3751,5.5243,1.1492000000000004
508,NP100,20171215,5_4,28,tmrm,ros,NaN,inf,NaN
509,NP100,20180119,6_2,1,tmrm,ros,NaN,inf,NaN
510,NP100,20180119,6_2,2,tmrm,ros,-inf,10.243,NaN
511,NP100,20180119,6_2,3,tmrm,ros,4.8373,9.3813,4.544
512,NP100,20180119,6_2,4,tmrm,ros,3.4413,inf,NaN
513,NP100,20180119,6_2,5,tmrm,ros,-inf,inf,NaN
514,NP100,20180119,6_2,6,tmrm,ros,2.1182,inf,NaN
515,NP100,20180119,6_2,7,tmrm,ros,4.325,4.960100000000001,0.6351000000000004
516,NP100,20180119,6_2,8,tmrm,ros,-inf,21.317,NaN
517,NP100,20180119,6_2,9,tmrm,ros,NaN,inf,NaN
518,NP100,20180119,6_2,10,tmrm,ros,-inf,-inf,NaN
519,NP100,20180119,6_2,11,tmrm,ros,5.6651,inf,NaN
520,NP100,20180119,6_2,12,tmrm,ros,4.7085,14.791,10.0825
521,NP100,20180119,6_2,13,tmrm,ros,3.5862,7.9067,4.3205
522,NP100,20180119,6_2,14,tmrm,ros,NaN,18.617,NaN
523,NP100,20180119,6_2,15,tmrm,ros,3.2861,inf,NaN
524,NP100,20180119,6_2,16,tmrm,ros,3.65,inf,NaN
525,NP100,20180119,6_2,17,tmrm,ros,2.8801,inf,NaN
526,NP100,20171215,6_4,1,tmrm,ros,6.4333,9.0733,2.6399999999999997
527,NP100,20171215,6_4,2,tmrm,ros,-inf,-inf,NaN
528,NP100,20171215,6_4,3,tmrm,ros,-inf,-inf,NaN
529,NP100,20171215,6_4,4,tmrm,ros,-inf,-inf,NaN
530,NP100,20171215,6_4,5,tmrm,ros,4.917400000000001,-inf,NaN
531,NP100,20171215,6_4,6,tmrm,ros,-inf,5.2588,NaN
532,NP100,20171215,6_4,7,tmrm,ros,4.0074000000000005,5.0606,1.0531999999999995
533,NP100,20171215,6_4,8,tmrm,ros,-inf,-inf,NaN
534,NP100,20171215,6_4,9,tmrm,ros,2.9941,3.5428,0.5487000000000002
535,NP100,20171215,6_4,10,tmrm,ros,3.6159,5.9082,2.2923
536,NP100,20171215,6_4,11,tmrm,ros,-inf,6.8401,NaN
537,NP100,20171215,6_4,12,tmrm,ros,5.1628,10.2,5.0371999999999995
538,NP100,20171215,6_4,13,tmrm,ros,3.9026,inf,NaN
539,NP100,20171215,6_4,14,tmrm,ros,3.5203,inf,NaN
540,NP100,20171215,6_4,15,tmrm,ros,3.1227,6.5771,3.4543999999999997
541,NP100,20171215,6_4,16,tmrm,ros,3.816,NaN,NaN
542,NP100,20171215,6_4,17,tmrm,ros,3.1677,inf,NaN
543,NP100,20171215,6_4,18,tmrm,ros,NaN,NaN,NaN
544,NP100,20171215,6_4,19,tmrm,ros,2.9138,inf,NaN
545,NP100,20171215,6_4,20,tmrm,ros,2.7137000000000002,inf,NaN
546,NP100,20171215,6_4,21,tmrm,ros,3.584,inf,NaN
547,NP100,20180119,7_2,1,tmrm,ros,NaN,inf,NaN
548,NP100,20180119,7_2,2,tmrm,ros,-inf,inf,NaN
549,NP100,20180119,7_2,3,tmrm,ros,4.0466999999999995,inf,NaN
550,NP100,20180119,7_2,4,tmrm,ros,3.6425,inf,NaN
551,NP100,20180119,7_2,5,tmrm,ros,NaN,inf,NaN
552,NP100,20180119,7_2,6,tmrm,ros,3.0588,inf,NaN
553,NP100,20180119,7_2,7,tmrm,ros,-inf,inf,NaN
554,NP100,20180119,7_2,8,tmrm,ros,2.6254999999999997,inf,NaN
555,NP100,20180119,7_2,9,tmrm,ros,NaN,inf,NaN
556,NP100,20180119,7_2,10,tmrm,ros,-inf,inf,NaN
557,NP100,20180119,7_2,11,tmrm,ros,NaN,NaN,NaN
558,NP100,20180119,7_2,12,tmrm,ros,NaN,inf,NaN
559,NP100,20180119,7_2,13,tmrm,ros,NaN,inf,NaN
560,NP100,20180119,7_2,14,tmrm,ros,-inf,NaN,NaN
561,NP100,20180119,7_2,15,tmrm,ros,4.3088999999999995,inf,NaN
562,NP100,20180119,7_2,16,tmrm,ros,-inf,-inf,NaN
563,NP100,20180119,7_2,17,tmrm,ros,NaN,-inf,NaN
564,NP100,20180119,7_2,18,tmrm,ros,3.1443,-inf,NaN
565,NP100,20171215,7_4,1,tmrm,ros,3.3691,inf,NaN
566,NP100,20171215,7_4,2,tmrm,ros,4.0533,inf,NaN
567,NP100,20171215,7_4,3,tmrm,ros,-inf,inf,NaN
568,NP100,20171215,7_4,4,tmrm,ros,3.3063,inf,NaN
569,NP100,20171215,7_4,5,tmrm,ros,3.0204,inf,NaN
570,NP100,20171215,7_4,6,tmrm,ros,2.3363,inf,NaN
571,NP100,20171215,7_4,7,tmrm,ros,2.8118,inf,NaN
572,NP100,20171215,7_4,8,tmrm,ros,3.0129,inf,NaN
573,NP100,20171215,7_4,9,tmrm,ros,-inf,inf,NaN
574,NP100,20171215,7_4,10,tmrm,ros,4.4135,inf,NaN
575,NP100,20171215,7_4,11,tmrm,ros,4.0337,inf,NaN
576,NP100,20171215,7_4,12,tmrm,ros,4.0667,inf,NaN
577,NP100,20171215,7_4,13,tmrm,ros,NaN,2.4316,NaN
578,NP100,20171215,7_4,14,tmrm,ros,6.6947,12.233,5.5383000000000004
579,NP100,20171215,7_4,15,tmrm,ros,5.019299999999999,5.471,0.45170000000000066
580,NP100,20171215,7_4,16,tmrm,ros,-inf,2.7762000000000002,NaN
581,NP100,20171215,7_4,17,tmrm,ros,14.5,20.567,6.067
582,NP100,20171215,7_4,18,tmrm,ros,-inf,4.918,NaN
583,NP100,20171215,7_4,19,tmrm,ros,-inf,8.2833,NaN
584,NP100,20171215,7_4,20,tmrm,ros,5.9811,inf,NaN
585,NP100,20171215,7_4,21,tmrm,ros,3.9595,4.133900000000001,0.17440000000000078
586,NP100,20171215,7_4,22,tmrm,ros,-inf,5.5431,NaN
587,NP100,20171215,7_4,23,tmrm,ros,3.6299,3.4378,-0.19209999999999994
588,NP100,20171215,7_4,24,tmrm,ros,-inf,4.3873999999999995,NaN
589,NP100,20171215,7_4,25,tmrm,ros,3.0262000000000002,inf,NaN
590,NP100,20171215,7_4,26,tmrm,ros,3.9783,4.9877,1.0094000000000003
591,NP100,20171215,7_4,27,tmrm,ros,-inf,5.074,NaN
592,NP100,20171215,7_4,28,tmrm,ros,3.3167,3.3778,0.061100000000000154
593,NP100,20171215,7_4,29,tmrm,ros,3.223,3.9906,0.7676000000000003
594,NP100,20171215,7_4,30,tmrm,ros,4.7047,4.1612,-0.5434999999999999
595,NP100,20171215,7_4,31,tmrm,ros,4.587899999999999,4.591,0.003100000000000769
596,NP100,20180119,8_2,1,tmrm,ros,-inf,5.4801,NaN
597,NP100,20180119,8_2,2,tmrm,ros,4.05,inf,NaN
598,NP100,20180119,8_2,3,tmrm,ros,7.4,-inf,NaN
599,NP100,20180119,8_2,4,tmrm,ros,5.6508,-inf,NaN
600,NP100,20180119,8_2,5,tmrm,ros,2.763,-inf,NaN
601,NP100,20180119,8_2,6,tmrm,ros,NaN,-inf,NaN
602,NP100,20180119,8_2,7,tmrm,ros,NaN,-inf,NaN
603,NP100,20180119,8_2,8,tmrm,ros,3.5745,-inf,NaN
604,NP100,20180119,8_2,9,tmrm,ros,NaN,-inf,NaN
605,NP100,20180119,8_2,10,tmrm,ros,NaN,-inf,NaN
606,NP100,20180119,8_2,11,tmrm,ros,3.3258,inf,NaN
607,NP100,20180119,8_2,12,tmrm,ros,NaN,-inf,NaN
608,NP100,20180119,8_2,13,tmrm,ros,7.311,-inf,NaN
609,NP100,20180119,8_2,14,tmrm,ros,NaN,-inf,NaN
610,NP100,20180119,8_2,15,tmrm,ros,2.8529,-inf,NaN
611,NP100,20180119,8_2,16,tmrm,ros,3.6421,3.1614,-0.4807000000000001
612,NP100,20180119,8_2,17,tmrm,ros,9.35,9.3027,-0.0472999999999999
613,NP100,20180119,8_2,18,tmrm,ros,2.803,-inf,NaN
614,NP100,20180119,8_2,19,tmrm,ros,3.6715,-inf,NaN
615,NP100,20180119,8_2,20,tmrm,ros,7.1,-inf,NaN
616,NP100,20180119,8_2,21,tmrm,ros,7.3167,-inf,NaN
617,NP100,20180119,8_2,22,tmrm,ros,NaN,-inf,NaN
618,NP100,20180119,8_2,23,tmrm,ros,3.2857,-inf,NaN
619,NP100,20180119,8_2,24,tmrm,ros,NaN,-inf,NaN
620,NP100,20180119,8_2,25,tmrm,ros,11.567,-inf,NaN
621,NP100,20180119,8_2,26,tmrm,ros,4.5550999999999995,3.6509,-0.9041999999999994
622,NP100,20180119,8_2,27,tmrm,ros,4.0792,-inf,NaN
623,NP100,20180119,8_2,28,tmrm,ros,-inf,-inf,NaN
624,NP100,20171215,8_4,1,tmrm,ros,6.1282,inf,NaN
625,NP100,20171215,8_4,2,tmrm,ros,6.5595,7.8331,1.2736
626,NP100,20171215,8_4,3,tmrm,ros,NaN,inf,NaN
627,NP100,20171215,8_4,4,tmrm,ros,2.38,inf,NaN
628,NP100,20171215,8_4,5,tmrm,ros,NaN,inf,NaN
629,NP100,20171215,8_4,6,tmrm,ros,4.0051000000000005,inf,NaN
630,NP100,20171215,8_4,7,tmrm,ros,NaN,inf,NaN
631,NP100,20171215,8_4,8,tmrm,ros,5.0914,inf,NaN
632,NP100,20171215,8_4,9,tmrm,ros,5.4226,8.6243,3.2016999999999998
633,NP100,20171215,8_4,10,tmrm,ros,2.22274,inf,NaN
634,NP100,20171215,8_4,11,tmrm,ros,-inf,inf,NaN
635,NP100,20171215,8_4,12,tmrm,ros,NaN,inf,NaN
636,NP100,20171215,8_4,13,tmrm,ros,4.1987000000000005,5.9752,1.7764999999999995
637,NP100,20171215,8_4,14,tmrm,ros,3.9005,inf,NaN
638,NP100,20171215,8_4,15,tmrm,ros,-inf,5.5941,NaN
639,NP100,20171215,8_4,16,tmrm,ros,5.6801,9.6451,3.964999999999999
640,NP100,20171215,8_4,17,tmrm,ros,NaN,inf,NaN
641,NP100,20171215,8_4,18,tmrm,ros,NaN,inf,NaN
642,NP100,20171215,8_4,19,tmrm,ros,NaN,inf,NaN
643,NP100,20171215,8_4,20,tmrm,ros,6.3033,inf,NaN
644,NP100,20171215,8_4,21,tmrm,ros,-inf,3.3345,NaN
645,NP100,20171215,8_4,22,tmrm,ros,5.8088,7.048,1.2392000000000003
646,NP100,20171215,8_4,23,tmrm,ros,5.4623,inf,NaN
647,NP100,20171215,8_4,24,tmrm,ros,-inf,inf,NaN
648,NP100,20171215,8_4,25,tmrm,ros,6.0435,7.167,1.1235
649,NP100,20171215,8_4,26,tmrm,ros,5.453,5.6494,0.19639999999999969
650,NP100,20171215,8_4,27,tmrm,ros,4.0893999999999995,5.0745000000000005,0.985100000000001
651,NP100,20171215,8_4,28,tmrm,ros,2.9444,3.8943,0.9499
652,NP100,20171215,8_4,29,tmrm,ros,NaN,inf,NaN
653,NP100,20171215,8_4,30,tmrm,ros,4.5728,3.9747,-0.5981000000000001
654,NP100,20171215,8_4,31,tmrm,ros,5.4899,5.2513,-0.23859999999999992
655,NP100,20171215,8_4,32,tmrm,ros,-inf,10.266,NaN
656,NP100,20180119,9_2,1,tmrm,ros,NaN,inf,NaN
657,NP100,20180119,9_2,2,tmrm,ros,-inf,inf,NaN
658,NP100,20180119,9_2,3,tmrm,ros,NaN,inf,NaN
659,NP100,20180119,9_2,4,tmrm,ros,3.743,NaN,NaN
660,NP100,20180119,9_2,5,tmrm,ros,NaN,NaN,NaN
661,NP100,20180119,9_2,6,tmrm,ros,3.1691,4.820399999999999,1.6512999999999995
662,NP100,20180119,9_2,7,tmrm,ros,inf,inf,NaN
663,NP100,20180119,9_2,8,tmrm,ros,19.033,NaN,NaN
664,NP100,20180119,9_2,9,tmrm,ros,NaN,-inf,NaN
665,NP100,20180119,9_2,10,tmrm,ros,-inf,NaN,NaN
666,NP100,20180119,9_2,11,tmrm,ros,-inf,inf,NaN
667,NP100,20180119,9_2,12,tmrm,ros,-inf,inf,NaN
668,NP100,20180119,9_2,13,tmrm,ros,NaN,inf,NaN
669,NP100,20180119,9_2,14,tmrm,ros,5.2192,-inf,NaN
670,NP100,20180119,9_2,15,tmrm,ros,NaN,NaN,NaN
671,NP100,20180119,9_2,16,tmrm,ros,5.6167,9.1071,3.490400000000001
672,NP100,20180119,9_2,17,tmrm,ros,5.1562,inf,NaN
673,NP100,20180119,9_2,18,tmrm,ros,4.138199999999999,-inf,NaN
674,NP100,20180119,9_2,19,tmrm,ros,NaN,-inf,NaN
675,NP100,20180119,9_2,20,tmrm,ros,NaN,-inf,NaN
676,NP100,20180119,9_2,21,tmrm,ros,-inf,inf,NaN
677,NP100,20180119,9_2,22,tmrm,ros,NaN,-inf,NaN
678,NP100,20180119,9_2,23,tmrm,ros,NaN,inf,NaN
679,NP100,20180119,9_2,24,tmrm,ros,NaN,-inf,NaN
680,NP100,20180119,9_2,25,tmrm,ros,4.7337,-inf,NaN
681,NP100,20180119,9_2,26,tmrm,ros,4.326499999999999,inf,NaN
682,NP100,20171215,9_4,1,tmrm,ros,7.943,11.683,3.74
683,NP100,20171215,9_4,2,tmrm,ros,3.9,inf,NaN
684,NP100,20171215,9_4,3,tmrm,ros,5.5478,inf,NaN
685,NP100,20171215,9_4,4,tmrm,ros,5.3632,inf,NaN
686,NP100,20171215,9_4,5,tmrm,ros,NaN,inf,NaN
687,NP100,20171215,9_4,6,tmrm,ros,4.2491,-inf,NaN
688,NP100,20171215,9_4,7,tmrm,ros,2.9814,NaN,NaN
689,NP100,20171215,9_4,8,tmrm,ros,2.947,2.9675000000000002,0.020500000000000185
690,NP100,20171215,9_4,9,tmrm,ros,-inf,8.241,NaN
691,NP100,20171215,9_4,10,tmrm,ros,2.4054,inf,NaN
692,NP100,20171215,9_4,11,tmrm,ros,3.2484,3.5959,0.3474999999999997
693,NP100,20171215,9_4,12,tmrm,ros,3.9826,3.0551,-0.9275000000000002
694,NP100,20171215,9_4,13,tmrm,ros,3.3772,3.9717,0.5944999999999996
695,NP100,20171215,9_4,14,tmrm,ros,-inf,3.6171,NaN
696,NP100,20171215,9_4,15,tmrm,ros,3.5641,4.071899999999999,0.5077999999999996
697,NP100,20171215,9_4,16,tmrm,ros,4.2506,4.7552,0.5045999999999999
698,NP100,20171215,9_4,17,tmrm,ros,7.5,7.4458,-0.054199999999999804
699,NP100,20171215,9_4,18,tmrm,ros,3.8981,9.2739,5.3758
700,NP25,20180119,10_1,1,tmrm,ros,4.8456,-inf,NaN
701,NP25,20180119,10_1,2,tmrm,ros,9.6025,10.4188,0.8163
702,NP25,20180119,10_1,3,tmrm,ros,9.6009,9.5845,-0.016399999999999082
703,NP25,20180119,10_1,4,tmrm,ros,-inf,11.72,NaN
704,NP25,20180119,10_1,5,tmrm,ros,6.7615,7.6096,0.8481000000000005
705,NP25,20180119,10_1,6,tmrm,ros,7.0425,-inf,NaN
706,NP25,20180119,10_1,7,tmrm,ros,9.648,10.7614,1.1134000000000004
707,NP25,20180119,10_1,8,tmrm,ros,5.9772,5.7853,-0.19189999999999952
708,NP25,20180119,10_1,9,tmrm,ros,6.6908,9.1773,2.4865000000000004
709,NP25,20180119,10_1,10,tmrm,ros,-inf,10.2114,NaN
710,NP25,20180119,10_1,11,tmrm,ros,6.7501,12.732,5.9818999999999996
711,NP25,20180119,10_1,12,tmrm,ros,5.8548,8.8036,2.9487999999999994
712,NP25,20180119,10_1,13,tmrm,ros,5.4464,9.5193,4.0729
713,NP25,20180119,10_1,14,tmrm,ros,NaN,inf,NaN
714,NP25,20180119,10_1,15,tmrm,ros,4.6433,10.5007,5.8574
715,NP25,20180119,10_1,16,tmrm,ros,6.8127,NaN,NaN
716,NP25,20180119,10_1,17,tmrm,ros,4.9333,11.595,6.661700000000001
717,NP25,20180119,10_1,18,tmrm,ros,8.4352,10.777,2.341799999999999
718,NP25,20180119,10_1,19,tmrm,ros,8.5515,-inf,NaN
719,NP25,20180119,10_1,20,tmrm,ros,9.5245,9.718,0.19350000000000023
720,NP25,20180119,10_1,21,tmrm,ros,6.571,NaN,NaN
721,NP25,20180119,10_1,22,tmrm,ros,9.0015,10.1616,1.1601
722,NP25,20180119,10_1,23,tmrm,ros,10.7654,10.9333,0.1678999999999995
723,NP25,20180119,10_1,24,tmrm,ros,-inf,inf,NaN
724,NP25,20180119,10_1,25,tmrm,ros,-inf,inf,NaN
725,NP25,20151009,10_5,1,tmrm,ros,6.8175,NaN,NaN
726,NP25,20151009,10_5,2,tmrm,ros,3.6166,NaN,NaN
727,NP25,20151009,10_5,3,tmrm,ros,3.1117,NaN,NaN
728,NP25,20151009,10_5,4,tmrm,ros,6.6717,6.0599,-0.6118000000000006
729,NP25,20151009,10_5,5,tmrm,ros,6.9406,11.845,4.904400000000001
730,NP25,20151009,10_5,6,tmrm,ros,3.7175,NaN,NaN
731,NP25,20151009,10_5,7,tmrm,ros,4.1849,6.2523,2.0674
732,NP25,20151009,10_5,8,tmrm,ros,3.1696999999999997,inf,NaN
733,NP25,20151009,10_5,9,tmrm,ros,3.9486,4.2833000000000006,0.33470000000000066
734,NP25,20151009,10_5,10,tmrm,ros,4.3343,NaN,NaN
735,NP25,20151009,10_5,11,tmrm,ros,5.2453,11.876,6.630699999999999
736,NP25,20151009,10_5,12,tmrm,ros,5.3,NaN,NaN
